event_date,category,b2b,status,total_orders,total_items_sold,total_gmv
2024-03-01,Set,True,Shipped,1,1.0,495.0
2024-03-01,Set,False,Shipped - Returning to Seller,1,1.0,696.0
2024-03-01,Top,False,Shipped - Returned to Seller,1,1.0,518.0
2024-03-01,Ethnic Dress,False,Shipped - Delivered to Buyer,2,2.0,1210.0
2024-03-01,Set,False,Shipped - Returned to Seller,4,4.0,2424.0
2024-03-01,Blouse,False,Shipped,9,9.0,4991.0
2024-03-01,Blouse,False,Cancelled,1,0.0,0.0
2024-03-01,Ethnic Dress,False,Shipped,10,10.0,5555.0
2024-03-01,Blouse,False,Cancelled,1,0.0,0.0
2024-02-29,Western Dress,False,Cancelled,33,10.0,12512.72
2024-02-28,Set,False,Cancelled,61,18.0,21686.09
2024-02-26,Saree,False,Shipped,2,2.0,1567.0
2024-02-26,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,546.0
2024-02-25,Western Dress,False,Cancelled,19,9.0,8779.380000000001
2024-02-25,Ethnic Dress,False,Shipped,12,12.0,7851.0
2024-02-25,Top,False,Cancelled,21,9.0,6618.15
2024-02-25,Saree,False,Shipped,1,1.0,885.0
2024-02-24,Western Dress,False,Shipped - Delivered to Buyer,61,61.0,45488.0
2024-02-24,Top,False,Cancelled,20,9.0,5548.43
2024-02-24,Blouse,False,Shipped,7,7.0,4216.0
2024-02-24,Western Dress,False,Shipped - Returned to Seller,5,5.0,3198.0
2024-02-24,Western Dress,True,Shipped - Delivered to Buyer,1,1.0,825.0
2024-02-23,Top,False,Cancelled,23,7.0,6552.37
2024-02-23,Western Dress,False,Shipped - Delivered to Buyer,92,94.0,70218.0
2024-02-23,Western Dress,False,Shipped - Returned to Seller,12,12.0,9418.0
2024-01-02,Top,False,Shipped - Delivered to Buyer,26,26.0,11575.0
2024-01-02,Blouse,False,Shipped,8,10.0,4516.0
2024-01-02,Top,False,Shipped - Returned to Seller,1,1.0,469.0
2024-03-01,Bottom,False,Shipped - Delivered to Buyer,2,2.0,602.0
2024-03-01,Set,False,Shipped - Delivered to Buyer,68,69.0,53351.0
2024-03-01,kurta,False,Shipped - Returned to Seller,3,3.0,1207.0
2024-03-01,kurta,False,Shipped - Delivered to Buyer,77,77.0,37585.0
2024-03-01,Set,False,Shipped - Returned to Seller,4,4.0,2171.0
2024-03-01,Ethnic Dress,False,Cancelled,1,1.0,899.0
2024-02-27,kurta,False,Shipped,314,314.0,155744.0
2024-02-27,Set,False,Cancelled,50,21.0,23646.960000000003
2024-02-27,Top,False,Shipped - Delivered to Buyer,11,11.0,5660.0
2024-02-27,Top,False,Shipped - Returned to Seller,1,1.0,323.0
2024-02-27,Saree,False,Shipped - Delivered to Buyer,1,1.0,756.0
2024-02-27,Ethnic Dress,False,Pending,1,1.0,999.0
2024-02-27,Set,True,Shipped,1,1.0,1698.0
2024-02-22,Western Dress,False,Shipped,78,77.0,61327.0
2024-02-22,Set,True,Shipped,3,3.0,2342.0
2024-01-15,Bottom,False,Shipped,2,2.0,642.0
2024-01-14,Ethnic Dress,False,Shipped - Delivered to Buyer,7,7.0,5791.0
2024-01-14,Western Dress,False,Cancelled,19,3.0,8179.799999999999
2024-01-14,Blouse,False,Cancelled,1,0.0,0.0
2024-01-14,Set,True,Shipped - Delivered to Buyer,2,2.0,2398.0
2024-01-14,Bottom,False,Shipped,2,2.0,705.0
2024-01-13,Bottom,False,Shipped - Delivered to Buyer,1,1.0,345.0
2024-01-12,kurta,False,Cancelled,87,21.0,23385.01
2024-01-12,Western Dress,True,Shipped - Delivered to Buyer,1,1.0,885.0
2024-01-12,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,791.0
2024-01-11,Set,False,Shipped,449,453.0,381250.0
2024-01-11,Top,False,Cancelled,19,7.0,5563.43
2024-01-11,kurta,False,Shipped - Delivered to Buyer,178,179.0,77528.0
2024-01-11,kurta,False,Shipped - Returned to Seller,11,11.0,4598.0
2024-01-11,Set,True,Shipped - Delivered to Buyer,1,1.0,1523.0
2024-01-11,Saree,False,Shipped,1,1.0,790.0
2024-01-10,Top,False,Shipped - Delivered to Buyer,28,28.0,12892.0
2024-01-10,Top,False,Shipped - Returned to Seller,1,1.0,359.0
2024-01-07,Set,False,Cancelled,86,26.0,36264.3
2024-01-07,kurta,False,Cancelled,84,31.0,22678.35000000001
2024-01-07,Saree,False,Shipped,1,1.0,899.0
2024-01-06,Top,False,Shipped - Returned to Seller,5,5.0,1920.0
2024-01-06,kurta,False,Cancelled,83,20.0,17811.290000000005
2024-01-06,Set,False,Cancelled,95,36.0,40781.48
2024-01-13,Top,False,Shipped,91,91.0,44052.0
2024-01-10,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,845.0
2024-01-09,Top,False,Shipped,110,111.0,51478.0
2024-01-09,kurta,False,Shipped - Delivered to Buyer,120,120.0,53999.0
2024-01-09,Ethnic Dress,False,Cancelled,4,0.0,804.76
2024-01-09,kurta,False,Shipped - Returned to Seller,6,6.0,2913.0
2024-01-09,Blouse,False,Shipped - Delivered to Buyer,2,2.0,1038.0
2024-01-08,Set,False,Shipped - Delivered to Buyer,117,120.0,96916.0
2024-01-08,Set,False,Shipped - Returned to Seller,6,6.0,5045.0
2024-01-06,Top,False,Shipped - Delivered to Buyer,16,16.0,6111.0
2024-01-06,Ethnic Dress,False,Shipped,7,7.0,4538.0
2024-01-06,Bottom,False,Shipped - Delivered to Buyer,3,3.0,1051.0
2024-01-06,Top,True,Shipped - Delivered to Buyer,1,1.0,499.0
2024-01-05,Blouse,False,Shipped,8,8.0,4300.0
2024-01-05,Western Dress,False,Shipped - Delivered to Buyer,29,29.0,21963.0
2024-01-05,Bottom,False,Shipped,2,2.0,618.0
2024-02-03,kurta,False,Cancelled,132,54.0,32397.979999999996
2024-02-03,Set,False,Cancelled,134,50.0,48238.14
2024-02-03,Set,True,Shipped,1,1.0,788.0
2024-02-03,Bottom,False,Shipped - Delivered to Buyer,3,3.0,951.0
2024-02-03,Top,True,Shipped,1,1.0,563.0
2024-02-02,Set,False,Shipped - Delivered to Buyer,101,101.0,85381.0
2024-02-02,Top,False,Cancelled,13,9.0,5180.33
2024-02-02,Set,False,Shipped - Returned to Seller,4,4.0,2411.0
2024-02-02,Bottom,False,Shipped,2,2.0,720.0
2024-02-02,Set,True,Shipped - Delivered to Buyer,1,1.0,1199.0
2024-03-31,Western Dress,False,Cancelled,7,0.0,0.0
2024-03-30,Set,False,Shipped,232,234.0,202875.0
2024-03-30,Top,False,Pending - Waiting for Pick Up,18,18.0,9686.0
2024-03-30,kurta,False,Pending - Waiting for Pick Up,64,64.0,31634.0
2024-03-29,Western Dress,False,Shipped,104,104.0,83663.0
2024-03-29,Top,False,Shipped,40,40.0,23867.0
2024-03-29,Western Dress,False,Shipped - Picked Up,52,53.0,37585.0
2024-03-29,Top,False,Shipped - Picked Up,18,18.0,8831.0
2024-03-29,Set,False,Shipped - Rejected by Buyer,1,1.0,967.0
2024-03-28,kurta,False,Pending,3,3.0,1651.0
2024-03-28,Set,False,Pending,5,5.0,3065.0
2024-03-28,Western Dress,False,Shipped - Delivered to Buyer,2,2.0,1824.0
2024-03-27,kurta,True,Shipped,3,3.0,1519.0
2024-03-27,Set,False,Shipped - Returning to Seller,5,5.0,4726.0
2024-03-27,Set,False,Shipped - Delivered to Buyer,8,8.0,5535.0
2024-03-27,kurta,False,Pending,2,2.0,779.0
2024-03-26,kurta,False,Shipped,285,284.0,122709.0
2024-03-26,Set,False,Cancelled,55,27.0,30452.8
2024-03-26,kurta,False,Shipped - Picked Up,39,39.0,19833.0
2024-03-26,Bottom,False,Cancelled,1,1.0,301.0
2024-03-25,kurta,False,Cancelled,66,19.0,14917.86
2024-03-25,Western Dress,False,Shipped - Rejected by Buyer,1,1.0,899.0
2024-03-25,kurta,True,Shipped,2,2.0,1323.0
2024-03-24,Set,False,Cancelled,55,15.0,26317.34
2024-03-24,Western Dress,False,Shipped - Delivered to Buyer,61,61.0,45371.0
2024-03-24,Western Dress,False,Shipped - Returning to Seller,4,4.0,2940.0
2024-03-24,kurta,False,Cancelled,93,26.0,17893.35
2024-03-24,Western Dress,False,Shipped - Returned to Seller,1,1.0,735.0
2024-03-24,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,845.0
2024-03-23,kurta,False,Cancelled,95,30.0,24091.499999999996
2024-03-23,Ethnic Dress,False,Shipped - Delivered to Buyer,3,3.0,2512.0
2024-03-23,Western Dress,False,Shipped - Out for Delivery,1,1.0,735.0
2024-03-22,kurta,False,Cancelled,68,20.0,17119.489999999998
2024-03-22,Set,False,Cancelled,72,19.0,36436.64000000001
2024-03-22,Bottom,False,Shipped,2,2.0,643.0
2024-03-22,Top,False,Shipped - Delivered to Buyer,18,18.0,8650.0
2024-03-22,Top,False,Shipped - Returned to Seller,1,1.0,443.0
2024-03-21,Top,False,Shipped,53,53.0,29230.0
2024-03-21,Ethnic Dress,False,Shipped - Delivered to Buyer,2,2.0,1622.0
2024-02-12,Top,False,Shipped,56,56.0,29439.0
2024-02-12,Blouse,False,Shipped - Delivered to Buyer,5,5.0,2865.0
2024-02-11,Bottom,False,Shipped - Delivered to Buyer,2,2.0,735.0
2024-02-11,Blouse,False,Shipped - Delivered to Buyer,1,1.0,599.0
2024-02-11,Blouse,False,Shipped - Returned to Seller,1,1.0,545.0
2024-02-10,Set,False,Cancelled,68,23.0,39505.83000000001
2024-02-10,kurta,True,Shipped,3,3.0,1229.0
2024-02-09,Set,False,Cancelled,91,26.0,50232.00000000001
2024-02-09,kurta,False,Shipped - Delivered to Buyer,120,123.0,53358.0
2024-02-09,Top,False,Cancelled,35,11.0,10487.72
2024-02-09,Western Dress,False,Cancelled,20,5.0,10264.58
2024-02-09,kurta,False,Shipped - Returned to Seller,3,3.0,1181.0
2024-02-07,Set,False,Shipped - Delivered to Buyer,137,137.0,119513.0
2024-02-07,Set,False,Shipped - Returned to Seller,7,7.0,7403.0
2024-02-07,Ethnic Dress,False,Shipped,11,11.0,8216.0
2024-02-07,Western Dress,False,Cancelled,11,1.0,5622.3
2024-02-07,Top,False,Cancelled,16,5.0,6136.97
2024-02-06,kurta,False,Shipped,398,401.0,178876.0
2024-02-08,Top,False,Shipped,81,81.0,40400.0
2024-02-08,Set,True,Shipped,3,3.0,2860.0
2024-02-05,kurta,False,Shipped,551,551.0,236374.0
2024-02-05,Top,False,Cancelled,16,7.0,4089.1
2024-02-05,Set,False,Shipped - Delivered to Buyer,134,135.0,123811.0
2024-02-05,Western Dress,False,Cancelled,29,9.0,13300.980000000003
2024-02-05,Set,False,Shipped - Returned to Seller,8,8.0,7356.0
2024-02-05,Ethnic Dress,False,Cancelled,2,1.0,783.0
2024-02-05,Bottom,False,Cancelled,1,1.0,360.0
2024-02-03,Blouse,False,Cancelled,2,1.0,824.76
2024-02-21,Set,False,Shipped - Delivered to Buyer,148,149.0,124077.0
2024-02-21,kurta,False,Shipped - Delivered to Buyer,100,99.0,47991.0
2024-02-21,Western Dress,False,Cancelled,35,7.0,17073.910000000003
2024-02-21,Set,False,Shipped - Returned to Seller,11,11.0,8954.0
2024-02-21,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,885.0
2024-02-21,Saree,False,Shipped,1,1.0,682.0
2024-02-21,Ethnic Dress,True,Shipped - Returned to Seller,1,1.0,899.0
2024-02-21,kurta,False,Shipped - Returned to Seller,4,4.0,1529.0
2024-02-21,Ethnic Dress,False,Shipped - Delivered to Buyer,3,3.0,2271.0
2024-02-20,Western Dress,False,Cancelled,37,10.0,15488.21
2024-02-20,Set,False,Cancelled,53,10.0,26403.820000000003
2024-02-20,Top,False,Cancelled,16,4.0,4170.62
2024-02-18,Set,False,Shipped,220,220.0,183649.0
2024-02-18,kurta,False,Shipped,188,188.0,92012.0
2024-02-18,kurta,True,Shipped,3,3.0,1608.0
2024-02-18,Set,False,Shipped - Picked Up,1,1.0,1186.0
2024-02-18,Top,True,Shipped - Returned to Seller,2,2.0,900.0
2024-02-17,kurta,False,Shipped - Delivered to Buyer,124,125.0,59535.0
2024-02-17,Western Dress,False,Shipped - Delivered to Buyer,101,101.0,75283.0
2024-02-17,Set,False,Shipped,223,223.0,188167.0
2024-02-17,Top,False,Cancelled,18,9.0,7390.41
2024-02-17,Western Dress,False,Shipped - Returned to Seller,4,4.0,3109.0
2024-02-17,Ethnic Dress,False,Shipped - Delivered to Buyer,5,5.0,3310.0
2024-02-17,kurta,False,Shipped - Returned to Seller,12,12.0,5381.0
2024-02-17,Saree,False,Shipped,2,2.0,885.0
2024-02-17,Ethnic Dress,False,Shipped - Returned to Seller,1,1.0,373.0
2024-02-16,kurta,False,Shipped - Delivered to Buyer,134,134.0,61262.0
2024-02-16,kurta,False,Shipped - Returned to Seller,14,14.0,6908.0
2024-02-16,Ethnic Dress,False,Shipped,8,8.0,6070.0
2024-02-15,Western Dress,False,Shipped - Delivered to Buyer,104,104.0,75086.0
2024-02-15,Blouse,False,Shipped - Delivered to Buyer,7,7.0,3541.0
2024-02-15,Top,False,Cancelled,10,2.0,3441.15
2024-02-15,Western Dress,False,Shipped - Returned to Seller,6,6.0,3815.0
2024-02-15,Bottom,False,Shipped,3,3.0,1150.0
2024-02-15,kurta,True,Shipped - Delivered to Buyer,1,1.0,967.0
2024-02-15,Blouse,False,Shipped - Returned to Seller,1,1.0,625.0
2024-02-14,Set,True,Shipped - Returned to Seller,1,1.0,1096.0
2024-02-14,Top,False,Cancelled,13,5.0,5694.039999999999
2024-02-14,Saree,False,Shipped,1,1.0,772.0
2024-02-14,Bottom,False,Cancelled,1,0.0,0.0
2024-02-13,Western Dress,False,Cancelled,29,4.0,15130.670000000006
2024-02-13,Ethnic Dress,False,Shipped,5,5.0,4433.0
2024-02-13,Blouse,False,Cancelled,3,2.0,1210.0
2024-02-20,Bottom,True,Cancelled,1,0.0,286.67
2024-02-20,Top,True,Shipped - Delivered to Buyer,1,1.0,338.0
2024-02-19,Western Dress,False,Shipped,92,92.0,74032.0
2024-03-21,Blouse,False,Shipped - Delivered to Buyer,1,1.0,588.0
2024-03-20,kurta,False,Shipped - Delivered to Buyer,111,111.0,52048.0
2024-03-20,Saree,False,Shipped,1,1.0,659.0
2024-03-20,Set,True,Shipped,3,3.0,1570.0
2024-03-20,Western Dress,False,Cancelled,12,5.0,6440.959999999999
2024-03-20,Top,True,Cancelled,1,0.0,0.0
2024-03-20,Bottom,False,Shipped - Delivered to Buyer,2,2.0,643.0
2024-03-20,kurta,False,Shipped - Returned to Seller,5,5.0,1609.0
2024-03-20,kurta,False,Shipped - Returning to Seller,3,3.0,1663.0
2024-03-19,kurta,False,Shipped,276,278.0,132550.0
2024-03-19,Set,False,Shipped - Delivered to Buyer,111,111.0,94596.0
2024-03-19,Western Dress,False,Shipped,60,59.0,45741.0
2024-03-19,Set,False,Shipped - Returning to Seller,5,6.0,4605.0
2024-03-19,Set,False,Shipped - Returned to Seller,7,7.0,6870.0
2024-03-19,kurta,False,Shipped - Picked Up,1,1.0,729.0
2024-03-18,Set,False,Shipped - Delivered to Buyer,113,113.0,94181.0
2024-03-18,Western Dress,False,Shipped,78,78.0,59854.0
2024-03-18,Top,False,Cancelled,16,9.0,7390.370000000001
2024-03-18,Set,False,Shipped - Returned to Seller,4,4.0,3462.0
2024-03-18,kurta,True,Shipped - Delivered to Buyer,2,2.0,1085.0
2024-03-18,Set,True,Shipped,3,3.0,2594.0
2024-03-18,Western Dress,False,Shipped - Picked Up,1,1.0,735.0
2024-03-17,Top,False,Shipped,71,71.0,42411.0
2024-03-17,Western Dress,False,Shipped - Delivered to Buyer,49,49.0,35203.0
2024-03-17,Ethnic Dress,False,Cancelled,5,0.0,417.14
2024-03-17,Western Dress,False,Shipped - Returned to Seller,8,8.0,5950.0
2024-03-17,Bottom,False,Shipped,1,1.0,518.0
2024-03-17,Set,True,Shipped,3,3.0,3256.0
2024-03-17,Set,False,Shipping,6,6.0,0.0
2024-03-17,kurta,False,Shipping,1,1.0,0.0
2024-03-16,Set,False,Cancelled,85,40.0,41606.030000000006
2024-03-16,Top,False,Shipped,85,85.0,52433.0
2024-03-16,kurta,False,Cancelled,80,30.0,19829.199999999997
2024-03-16,Western Dress,False,Shipped,104,104.0,84204.0
2024-03-16,Top,True,Shipped,1,1.0,317.0
2024-03-15,Set,False,Shipped,314,314.0,271828.0
2024-03-15,Ethnic Dress,False,Shipped,13,13.0,9512.0
2024-03-15,Blouse,False,Cancelled,1,0.0,0.0
2024-03-15,kurta,True,Shipped,2,2.0,958.0
2024-03-15,Top,False,Shipped - Out for Delivery,2,2.0,1097.0
2024-03-15,Western Dress,True,Shipped - Delivered to Buyer,3,3.0,2329.0
2024-03-14,kurta,True,Shipped - Delivered to Buyer,1,1.0,325.0
2024-03-13,kurta,False,Shipped - Delivered to Buyer,73,81.0,37197.0
2024-03-13,Top,False,Shipped,80,80.0,54664.0
2024-03-13,Western Dress,False,Shipped,96,96.0,79012.0
2024-03-11,kurta,False,Shipped,480,484.0,220740.0
2024-03-11,Bottom,False,Shipped - Delivered to Buyer,1,1.0,426.0
2024-03-13,kurta,False,Shipped - Returned to Seller,3,3.0,1633.0
2024-03-13,kurta,True,Shipped - Delivered to Buyer,5,5.0,2335.0
2024-03-13,Western Dress,False,Shipped - Picked Up,1,1.0,725.0
2024-03-12,Western Dress,False,Cancelled,21,3.0,8600.68
2024-03-12,Set,True,Shipped,3,3.0,1961.0
2024-03-10,Western Dress,False,Shipped - Returning to Seller,1,1.0,735.0
2024-01-23,Set,True,Shipped - Delivered to Buyer,3,4.0,4483.0
2024-01-23,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,388.0
2024-01-22,Top,False,Shipped - Delivered to Buyer,20,20.0,9305.0
2024-01-18,Western Dress,False,Cancelled,17,5.0,9180.46
2024-01-18,Western Dress,True,Shipped - Delivered to Buyer,2,2.0,1465.0
2024-01-17,Set,False,Cancelled,113,33.0,53329.900000000016
2024-01-22,Set,False,Shipped - Out for Delivery,1,1.0,1115.0
2024-01-21,Western Dress,False,Shipped,102,102.0,75790.0
2024-01-21,Set,False,Shipped - Delivered to Buyer,228,229.0,182825.0
2024-01-21,Set,False,Shipped - Returned to Seller,19,19.0,15302.0
2024-01-21,Set,False,Shipped - Returning to Seller,1,1.0,1115.0
2024-01-20,Western Dress,False,Cancelled,11,1.0,2188.1400000000003
2024-01-20,Set,False,Shipped,371,371.0,307102.0
2024-01-20,Blouse,False,Shipped - Delivered to Buyer,8,8.0,3973.0
2024-01-20,Ethnic Dress,False,Shipped,6,6.0,3210.0
2024-01-20,Western Dress,True,Shipped,1,1.0,519.0
2024-01-19,kurta,True,Shipped,1,1.0,484.0
2024-01-19,Blouse,False,Shipped - Delivered to Buyer,7,7.0,3060.0
2024-01-19,Saree,False,Cancelled,2,0.0,1626.67
2024-01-19,Set,True,Shipped,5,4.0,4013.0
2024-01-17,Blouse,False,Cancelled,4,0.0,0.0
2024-01-16,Ethnic Dress,False,Shipped,6,6.0,4608.0
2024-01-15,Ethnic Dress,False,Shipped - Delivered to Buyer,7,7.0,5303.0
2024-01-15,Western Dress,False,Shipped - Delivered to Buyer,46,46.0,33548.0
2024-01-15,Top,False,Shipped - Delivered to Buyer,15,15.0,6845.0
2024-01-31,Ethnic Dress,False,Shipped,7,7.0,6031.0
2024-01-31,kurta,True,Shipped - Delivered to Buyer,1,1.0,280.0
2024-01-31,Set,True,Shipped,2,2.0,1852.0
2024-01-30,kurta,False,Shipped - Delivered to Buyer,116,116.0,47042.0
2024-01-30,kurta,False,Shipped - Returned to Seller,6,8.0,3335.0
2024-01-30,Ethnic Dress,True,Shipped,2,2.0,1690.0
2024-01-30,Ethnic Dress,False,Shipped - Delivered to Buyer,4,4.0,3126.0
2024-01-29,Bottom,False,Shipped - Delivered to Buyer,1,1.0,284.0
2024-01-28,kurta,False,Shipped,263,263.0,117386.0
2024-01-28,Blouse,False,Shipped,7,7.0,3108.0
2024-01-28,Set,True,Shipped,3,3.0,3096.0
2024-01-27,kurta,False,Shipped - Returned to Seller,14,14.0,6302.0
2024-01-27,kurta,False,Shipped - Delivered to Buyer,216,218.0,89749.0
2024-01-27,Western Dress,False,Shipped,55,55.0,40412.0
2024-01-26,Saree,False,Cancelled,1,0.0,856.19
2024-01-26,Bottom,False,Shipped,3,3.0,1136.0
2024-01-26,Set,True,Shipped,1,1.0,824.0
2024-01-26,kurta,True,Shipped - Delivered to Buyer,2,2.0,1004.0
2024-01-25,kurta,False,Shipped - Delivered to Buyer,211,211.0,90100.0
2024-01-25,kurta,False,Shipped - Returned to Seller,12,12.0,5149.0
2024-03-09,Western Dress,False,Shipped - Delivered to Buyer,99,99.0,75538.0
2024-03-09,Top,False,Shipped - Delivered to Buyer,9,9.0,5110.0
2024-03-09,Ethnic Dress,False,Shipped,11,11.0,8143.0
2024-03-09,Western Dress,False,Shipped - Returned to Seller,7,7.0,5253.0
2024-03-09,Top,False,Shipped - Returned to Seller,1,1.0,726.0
2024-03-04,Blouse,False,Shipped,8,8.0,3872.0
2024-03-04,Set,False,Shipped - Delivered to Buyer,97,97.0,86539.0
2024-03-04,kurta,False,Shipped - Delivered to Buyer,74,74.0,34168.0
2024-03-04,Top,False,Shipped - Delivered to Buyer,14,14.0,7102.0
2024-03-04,Ethnic Dress,False,Shipped,15,15.0,9379.0
2024-03-04,Top,False,Shipped - Returned to Seller,3,3.0,1911.0
2024-03-04,Set,False,Shipped - Returned to Seller,6,6.0,5787.0
2024-03-04,kurta,False,Shipped - Returned to Seller,3,3.0,1318.0
2024-01-30,kurta,True,Shipped - Delivered to Buyer,1,1.0,459.0
2024-01-29,Set,False,Shipped,294,294.0,243740.0
2024-01-29,kurta,False,Shipped,307,327.0,130171.0
2024-01-29,Western Dress,False,Cancelled,16,4.0,8945.100000000002
2024-01-27,Ethnic Dress,False,Cancelled,2,0.0,686.66
2024-01-27,kurta,True,Shipped,1,1.0,406.0
2024-01-26,Set,False,Shipped - Delivered to Buyer,226,226.0,172537.0
2024-01-26,kurta,False,Cancelled,105,26.0,28339.6
2024-01-26,Blouse,False,Shipped,7,7.0,2589.0
2024-01-26,Top,False,Shipped - Delivered to Buyer,30,30.0,15673.0
2024-01-26,Set,False,Shipped - Returned to Seller,25,25.0,22296.0
2024-01-26,Ethnic Dress,False,Shipped,1,1.0,783.0
2024-01-24,kurta,False,Cancelled,100,24.0,25693.040000000005
2024-01-24,Top,False,Cancelled,13,7.0,4235.76
2024-01-24,Set,True,Shipped,2,2.0,1900.0
2024-01-24,Saree,False,Shipped,2,2.0,1472.0
2024-03-07,Blouse,False,Shipped,2,2.0,1516.0
2024-03-07,Saree,False,Shipped,3,3.0,3295.0
2024-03-06,Set,False,Shipped,373,375.0,312591.0
2024-03-06,kurta,False,Pending,1,1.0,376.0
2024-03-06,Ethnic Dress,False,Shipped - Delivered to Buyer,1,1.0,399.0
2024-03-03,Western Dress,False,Shipped,142,141.0,110697.0
2024-03-03,Set,False,Cancelled,78,20.0,32395.980000000003
2024-03-03,Ethnic Dress,False,Cancelled,6,0.0,2507.63
2024-03-03,Set,True,Shipped - Delivered to Buyer,1,1.0,1369.0
2024-03-01,kurta,True,Shipped,2,2.0,1242.0
2024-01-04,kurta,False,Cancelled,86,40.0,25085.14
2024-01-04,Top,True,Shipped,2,2.0,1363.0
2024-01-01,kurta,False,Cancelled,4,0.0,1248.57
2024-01-01,Ethnic Dress,False,Cancelled,1,1.0,1099.0
2024-03-01,kurta,False,Shipped - Delivered to Buyer,72,73.0,36394.0
2024-03-01,kurta,False,Shipped - Returned to Seller,5,5.0,2021.0
2024-03-01,Top,False,Shipped,97,97.0,50893.0
2024-03-01,kurta,False,Shipped,264,264.0,131635.0
2024-03-01,Top,True,Shipped,1,1.0,574.0
2024-02-29,Ethnic Dress,False,Shipped,13,13.0,10482.0
2024-02-29,kurta,False,Cancelled,57,23.0,14739.82
2024-02-29,Top,False,Shipped,119,119.0,63601.0
2024-02-29,Set,True,Shipped,2,2.0,1798.0
2024-02-29,Blouse,False,Cancelled,1,0.0,503.81
2024-02-28,kurta,False,Shipped,305,303.0,152896.0
2024-02-28,Western Dress,False,Shipped - Delivered to Buyer,32,32.0,25155.0
2024-02-28,Blouse,False,Shipped,8,8.0,4338.0
2024-02-28,Ethnic Dress,False,Shipped,11,11.0,7448.0
2024-02-28,kurta,True,Shipped,2,2.0,834.0
2024-02-26,Set,False,Shipped - Delivered to Buyer,78,78.0,64017.0
2024-02-26,Set,False,Shipped - Returned to Seller,7,7.0,5037.0
2024-02-26,kurta,False,Shipped - Delivered to Buyer,90,90.0,44512.0
2024-02-26,kurta,False,Shipped - Returned to Seller,4,4.0,1466.0
2024-02-26,Bottom,False,Shipped - Returned to Seller,1,1.0,0.0
2024-02-26,Bottom,False,Shipped - Returning to Seller,1,1.0,518.0
2024-02-26,Bottom,False,Shipped - Delivered to Buyer,4,4.0,1204.0
2024-02-25,kurta,True,Shipped - Delivered to Buyer,1,1.0,382.0
2024-02-24,Set,False,Shipped,286,286.0,236959.0
2024-02-24,kurta,False,Cancelled,50,15.0,12380.21
2024-02-24,Top,True,Shipped,1,1.0,574.0
2024-02-24,Bottom,False,Shipped - Delivered to Buyer,6,7.0,2478.0
2024-02-23,Set,False,Cancelled,61,18.0,29732.23
2024-01-02,Set,False,Shipped,426,423.0,347133.0
2024-01-02,Western Dress,True,Shipped - Delivered to Buyer,1,1.0,715.0
2024-03-01,Set,True,Shipped,1,1.0,1072.0
2024-02-28,Western Dress,False,Shipped - Returned to Seller,1,1.0,579.0
2024-02-27,Ethnic Dress,False,Cancelled,1,1.0,899.0
2024-02-22,Set,False,Shipped,196,196.0,162685.0
2024-02-22,kurta,False,Shipped,199,199.0,97067.0
2024-02-22,Blouse,False,Shipped - Delivered to Buyer,4,4.0,2514.0
2024-02-22,Saree,False,Shipped,1,1.0,885.0
2024-01-15,Top,False,Shipped - Returned to Seller,2,2.0,666.0
2024-01-15,Set,True,Shipped - Delivered to Buyer,3,3.0,2983.0
2024-01-14,Top,False,Shipped - Delivered to Buyer,17,17.0,8756.0
2024-01-12,Blouse,False,Cancelled,3,0.0,519.05
2024-01-12,kurta,True,Shipped,3,4.0,1596.0
2024-01-12,Set,True,Cancelled,1,0.0,0.0
2024-01-11,Bottom,False,Shipped,5,6.0,1883.0
2024-01-07,Top,False,Shipped,90,90.0,42213.0
2024-01-07,Bottom,False,Shipped,3,3.0,818.0
2024-01-07,Ethnic Dress,True,Cancelled,1,0.0,856.19
2024-01-07,Set,True,Shipped - Delivered to Buyer,1,1.0,1126.0
2024-01-07,kurta,True,Shipped - Delivered to Buyer,2,2.0,998.0
2024-01-14,Blouse,True,Shipped,1,1.0,383.0
2024-01-13,Western Dress,False,Shipped - Delivered to Buyer,55,56.0,41230.0
2024-01-13,kurta,False,Shipped - Delivered to Buyer,146,147.0,66588.0
2024-01-13,Set,False,Shipped - Delivered to Buyer,138,138.0,112861.0
2024-01-13,kurta,False,Shipped - Returned to Seller,11,11.0,5060.0
2024-01-13,Set,False,Shipped - Returned to Seller,20,20.0,16533.0
2024-01-13,Western Dress,False,Shipped - Returned to Seller,5,5.0,3596.0
2024-01-10,Blouse,False,Cancelled,4,3.0,938.0
2024-01-10,kurta,True,Shipped - Delivered to Buyer,1,1.0,499.0
2024-01-09,Western Dress,False,Shipped - Delivered to Buyer,58,58.0,38853.0
2024-01-09,Western Dress,False,Shipped - Returned to Seller,4,4.0,3120.0
2024-01-09,Bottom,False,Shipped,7,7.0,2744.0
2024-01-08,Top,False,Cancelled,15,3.0,3544.7100000000005
2024-01-08,kurta,False,Shipped - Delivered to Buyer,126,126.0,55737.0
2024-01-08,Western Dress,True,Shipped - Delivered to Buyer,1,1.0,771.0
